S.NO.,PROJECT,DESCRIPTION,PART CODE,SERIAL,OPENING STOCK,ISSUED,RECD.,CLOSING STOCK,TEST BENCH,ALMIRA NO,ZONE,BIN,PICTURE,TYPE,LOCATION,COMMON PROJECTS,VENDOR,VENDOR ADDRESS,OLD DESCRIPTION,OLD PARTCODE,REMARKS,Unnamed: 22,Unnamed: 23,Unnamed: 24
671,GALAXY,"CABLE, DUT HI PWR AHFIG WEAROUT",55112-01,,1,0,0,1,,M04,00A,SHELF 5,PICTURE,CABLE,M04-00A-SHELF 5,,ORBIS SYSTEM,USA,"CABLE, DUT HI PWR AHFIG WEAROUT",55112-01,,,,
672,GALAXY,TORQUE WRENCH 4.3/10 22MM 2.5 PE 5021,60086,,1,0,0,1,,M04,00A,BOX 5,PICTURE,TOOL,M04-00A-BOX 5,,ORBIS SYSTEM,USA,TORQUE WRENCH 4.3/10 22MM 2.5 PE 5021,60086,,,,
673,GALAXY,"ASSY. CABLE SUPPORT, NFF, HWS",60087-01,,1,0,0,1,,M04,00A,SHELF 4,PICTURE,SUPPORT,M04-00A-SHELF 4,,ORBIS SYSTEM,USA,"ASSY. CABLE SUPPORT, NFF, HWS",60087-01,,,,
674,GALAXY,"ATTENUATOR, LOW PIM 200W 30DB",64537,,1,0,0,1,,M04,00A,SHELF 2,PICTURE,ATTENUATOR,M04-00A-SHELF 2,,ORBIS SYSTEM,USA,"ATTENUATOR, LOW PIM 200W 30DB",64537,,,,
675,GALAXY,"ADAPTER, LOW PIM 4.3/10M TO 4.3-10F",64541,,24,0,0,24,,M04,00A,BOX 3,PICTURE,ADAPTER,M04-00A-BOX 3,,ORBIS SYSTEM,USA,"ADAPTER, LOW PIM 4.3/10M TO 4.3-10F",64541,,,,
676,GALAXY,"CABLE, 5FT LOW PIM RG401J-1/4 WHITE FEP 4.3-10",64544,,3,0,0,3,,M04,00A,SHELF 5,PICTURE,CABLE,M04-00A-SHELF 5,,ORBIS SYSTEM,USA,"CABLE, 5FT LOW PIM RG401J-1/4 WHITE FEP 4.3-10",64544,,,,
677,GALAXY,"LIGHT, MIN TRAFFIC, USB 904743",70152,,1,0,0,1,,M04,00A,BOX 5,PICTURE,LIGHT,M04-00A-BOX 5,,ORBIS SYSTEM,CHINA,"LIGHT, MIN TRAFFIC, USB 904743",70152,,,,
678,GALAXY,"SCANNER, BARCODE",70266,,0,0,0,0,,M04,00A,BOX 5,PICTURE,SCANNER,M04-00A-BOX 5,,ORBIS SYSTEM,MALAYSIA,"SCANNER, BARCODE",70266,,,,
679,GALAXY,"CABLE, TAD-X OPTICAL, 4.0M 2029688",70248,,2,0,0,2,,M04,00A,SHELF 5,PICTURE,CABLE,M04-00A-SHELF 5,,ORBIS SYSTEM,CHINA,"CABLE, TAD-X OPTICAL, 4.0M 2029688",70248,,,,
680,GALAXY,AHPB LBTS SFP 1AB410040001 CPRI 3-7,1AB410040001,,1,0,0,1,,M04,00A,BOX 5,PICTURE,SFP,M04-00A-BOX 5,,,,AHPB LBTS SFP 1AB410040001 CPRI 3-7,1AB410040001,,,,
681,GALAXY,XINYA XY2500 4 PIN FEMALE PLUGGABLE TERMINAL,XINYA XY2500,,5,0,0,5,,M04,00A,BOX 5,PICTURE,PLUG,M04-00A-BOX 5,,ORBIS SYSTEM,INDIA,,,,,,
682,GALVATRON,LMI ADAPTER CARD EA052589,089669A.X02,,5,0,0,5,RAP & OTA UNIT TESTER,M07,00A,SHELF 1,PICTURE,CARD,M07-00A-SHELF 1,GALVATRON/ AMBER,NOKIA FINLAND,FINLAND,LMI adapter card,089669A.X02,,,,
683,GALVATRON,AQQY TRXPA ADAPTER1_V1.0 2451978_Y1348-221009,GDESD00071U1,,8,0,0,8,TRX & BSCAN FIXTURE,M07,00A,SHELF 1,PICTURE,CARD,M07-00A-SHELF 1,,,,AQQY TRXPA ADAPTER1_V1.0 2451978_Y1348-221009,GDESD00071U1,,,,
684,GALVATRON,AQQY TRXPA POWER ADAPTER,R.25.C1000093-V100,,7,0,0,7,TRX & BSCAN FIXTURE,M07,00A,SHELF 1,PICTURE,CARD,M07-00A-SHELF 1,,,,AQQY TRXPA POWER ADAPTER,R.25.C1000093-V100,,,,
685,GALVATRON,AQQY TRXPA SIGNAL ADAPTER,R.25.C1000092-V100,,7,0,0,7,TRX & BSCAN FIXTURE,M07,00A,SHELF 1,PICTURE,CARD,M07-00A-SHELF 1,,,,AQQY TRXPA SIGNAL ADAPTER,R.25.C1000092-V100,,,,
686,GALVATRON,AQQY TRXPA ADAPTER2_V1.0,GDESD00072U1,,11,0,0,11,TRX & BSCAN FIXTURE,M07,00A,SHELF 1,PICTURE,CARD,M07-00A-SHELF 1,,ORBIS SYSTEM,INDIA,AQQY TRXPA ADAPTER2,GDESD00072U1,,,,
687,GALVATRON,6501-BUFFER BOARD V1.0,GBESD00838U1,,3,0,0,3,TRX FIXTURE,M07,00A,SHELF 1,PICTURE,CARD,M07-00A-SHELF 1,,ORBIS SYSTEM,INDIA,6501-BUFFER BOARD V1.0,GBESD00838U1,,,,
688,GALVATRON,SAMZHE SFTP CABLE 28AWG,CAT-703H,,1,0,0,1,COMMON,M07,00A,BOX 4,PICTURE,CABLE,M07-00A-BOX 4,,,,SAMZHE SFTP CABLE 28AWG,CAT-703H,,,,
689,GALVATRON,PSU FIXTURE,KS 150 30 53500382,,24,0,0,24,OTA & PSU FIXTURE,M07,00A,BOX 3,PICTURE,PIN,M07-00A-BOX 3,,,,PSU FIXTURE,KS 150 30 53500382,,,,
690,GALVATRON,PSU FIXTURE TEST PROBE,INGUN- 1012294 HSS 150-306-400A 5002H,,6,0,0,6,OTA & PSU FIXTURE,M07,00A,BOX 3,PICTURE,PIN,M07-00A-BOX 3,,ORBIS SYSTEM,INDIA,PSU FIXTURE TEST PROBE,INGUN- 1012294 HSS 150-306-400A 5002H,,,,
691,GALVATRON,TRX FIXTURE PROBE ,INGUN 1002033 GKS-100 303 150 A 2000,,40,0,0,40,OTA & PSU FIXTURE,M07,00A,BOX 3,PICTURE,PIN,M07-00A-BOX 3,,ORBIS SYSTEM,INDIA,TRX FIXTURE PROBE ,INGUN 1002033 GKS-100 303 150 A 2000,,,,
692,GALVATRON,TEST FIXTURE PROBE,GKS-100 306 150 A 1000 - 1057280 GKS-100-0025,,15,0,0,15,OTA & PSU FIXTURE,M07,00A,BOX 3,PICTURE,PIN,M07-00A-BOX 3,,ORBIS SYSTEM,INDIA,TEST FIXTURE PROBE,GKS-100 306 150 A 1000 - 1057280 GKS-100-0025,,,,
693,GALVATRON,TEST PROBE INGUN,INGUN HSS-150-306 400 A 3002 1013210,,1,0,0,1,OTA & PSU FIXTURE,M07,00A,BOX 3,PICTURE,PIN,M07-00A-BOX 3,,ORBIS SYSTEM,INDIA,TEST PROBE INGUN,INGUN HSS-150-306 400 A 3002 1013210,,,,
694,GALVATRON,TEST PROBE,53501250,,32,0,0,32,OTA & PSU FIXTURE,M07,00A,BOX 3,PICTURE,PIN,M07-00A-BOX 3,,ORBIS SYSTEM,INDIA,TEST PROBE 53501250,53501250,,,,
695,GALVATRON,TEST PROBE,GKS 100 201 090 A 2000 - 1013312,,8,0,0,8,OTA & PSU FIXTURE,M07,00A,BOX 3,PICTURE,PIN,M07-00A-BOX 3,,ORBIS SYSTEM,INDIA,TEST PROBE,GKS 100 201 090 A 2000 - 1013312,,,,
696,GALVATRON,SWITCH PROBE,KG-300K 1005072,,2,0,0,2,OTA & PSU FIXTURE,M07,00A,BOX 3,PICTURE,PIN,M07-00A-BOX 3,,ORBIS SYSTEM,INDIA,SWITCH PROBE,KG-300K 1005072,,,,
697,GALVATRON,TEST PROBE,53501249,,32,0,0,32,OTA & PSU FIXTURE,M07,00A,BOX 3,PICTURE,PIN,M07-00A-BOX 3,,ORBIS SYSTEM,INDIA,TEST PROBE 53501249,53501249,,,,
698,GALVATRON,TEST PROBE,HSS-150 302 400 A 3002 -53500381,,8,0,0,8,OTA & PSU FIXTURE,M07,00A,BOX 3,PICTURE,PIN,M07-00A-BOX 3,,ORBIS SYSTEM,INDIA,TEST PROBE,HSS-150 302 400 A 3002 -53500381,,,,
699,GALVATRON,HDMI CONNECTOR 704-0000027,1013100,,2,0,0,2,TRX & BSCAN,M07,00A,BOX 3,PICTURE,CONNECTOR,M07-00A-BOX 3,,,,HDMI CONNECTOR 704-0000027,1013100,,,,
700,GALVATRON,D-SUB CONNECTOR 26 3M1012 6 3000FE,1012919,,2,0,0,2,TRX FIXTURE,M07,00A,BOX 3,PICTURE,CONNECTOR,M07-00A-BOX 3,,,,D-SUB CONNECTOR 26 3M1012 6 3000FE,1012919,,,,
701,GALVATRON,DEEP GROVE BALL BEARING GB-276-94,1014651,,2,0,0,2,PSU FIXTURE,M07,00A,BOX 3,PICTURE,BEARING,M07-00A-BOX 3,,,,DEEP GROVE BALL BEARING GB-276-94,1014651,,,,
702,GALVATRON,BALL BEARING YLHEAD 1.0.0 R.21.C1012258,1012258,,16,0,0,16,PSU FIXTURE,M07,00A,BOX 3,PICTURE,BEARING,M07-00A-BOX 3,,ORBIS SYSTEM,INDIA,BALL BEARING YLHEAD 1.0.0,1012258,,,,
703,GALVATRON,PUSH BUTTON SWITCH,1014715,,1,0,0,1,TRX FIXTURE,M07,00A,BOX 3,PICTURE,SWITCH,M07-00A-BOX 3,,,,PUSH BUTTON SWITCH,1014715,,,,
704,GALVATRON,BEARINGS TRX FIXTURE C-C-F54-8,1014657,,1,0,0,1,TRX & PSU FIXTURE,M07,00A,BOX 3,PICTURE,SWITCH,M07-00A-BOX 3,,,,BEARINGS TRX FIXTURE C-C-F54-8,1014657,,,,
705,GALVATRON,SUPER RELIABLE CABLE,18G-SS11-3000,6,9,0,0,9,TRX TEST BENCH,M07,00B,SHELF 1,PICTURE,CABLE,M07-00B-SHELF 1,,,,SUPER RELIABLE CABLE-18G-SS11-3000,18G-SS11-3000,,,,
706,GALVATRON,RET CABLE,10 G PATCH CORD CATEGORY 6 500MHZ,,31,0,0,31,TRX & UNIT TESTER,M04,00B,SHELF 3,PICTURE,CABLE,M04-00B-SHELF 3,KYLIN/ GALVATRON/ FLEXI RRH/ COMPASS,,,RET CABLE,10 G PATCH CORD CATEGORY 6 500MHZ,,,,
707,GALVATRON,CAT6 UTP LAN CABLE 24AWG CU 1.5M,60817,,3,0,0,3,COMMON,M07,00B,SHELF 1,PICTURE,CABLE,M07-00A-SHELF 1,,,,CAT6 UTP LAN CABLE 24AWG CU 1.5M,60817,,,,
708,GALVATRON,USB 2.0 A/M TO MINI 5PIN/ M CABLE 2M,30472,,0,0,0,0,COMMON,M07,00A,BOX 4,PICTURE,CABLE,M07-00A-BOX 4,,,,USB 2.0 A/M TO MINI 5PIN/ M CABLE 2M,30472,,,,
709,GALVATRON,US289 MICRO USB 2.0 CABLE 2M,60138,,24,0,0,24,COMMON,M07,00B,SHELF 1,PICTURE,CABLE,M07-00B-SHELF 1,,ORBIS SYSTEM,INDIA,US289 MICRO USB 2.0 CABLE 2M,60138,,,,
710,GALVATRON,HDMI CABLE UGREEN 1.5M,10128,,29,1,0,28,COMMON,M07,00B,SHELF 2,PICTURE,CABLE,M07-00B-SHELF 2,,ORBIS SYSTEM,INDIA,HDMI CABLE 1.5M,10128,,,,
711,GALVATRON,HDMI CABLE 1 M,HD140,,3,0,0,3,COMMON,M07,00B,SHELF 2,PICTURE,CABLE,M07-00B-SHELF 2,,,,HDMI CABLE 1 M,HD140,,,,
712,GALVATRON,HDMI CABLE UGREEN 1 M,10106,,24,0,0,24,COMMON,M07,00B,SHELF 2,PICTURE,CABLE,M07-00B-SHELF 2,,ORBIS SYSTEM,INDIA,,,,,,
713,GALVATRON,HDMI CABLE UGREEN 2 M,10107,,18,1,0,17,COMMON,M07,00B,SHELF 2,PICTURE,CABLE,M07-00B-SHELF 2,,ORBIS SYSTEM,INDIA,,,,,,
714,GALVATRON,HDMI CABLE UGREEN 3 M,10108,,3,0,0,3,COMMON,M07,00B,SHELF 2,PICTURE,CABLE,M07-00B-SHELF 2,,ORBIS SYSTEM,INDIA,,,,,,
715,GALVATRON,PATCH CABLE,TRD695Y-7,,3,0,0,3,COMMON,M07,00B,SHELF 1,PICTURE,CABLE,M07-00B-SHELF 1,,,,PATCH CABLE,TRD695Y-7,,,,
716,GALVATRON,HJ-MMPX CABLE,HJ-MMPX(M)-BNC(F)-1000,,8,0,0,8,TRX & UNIT TESTER,M07,00A,BOX 4,PICTURE,CABLE,M07-00A-BOX 4,,,,HJ-MMPX(M)-BNC(F)-1000,HJ-MMPX(M)-BNC(F)-1000,,,,
717,GALVATRON,HJ-MMPX CABLE,AWM STYLE 3651 1224843,,1,0,0,1,TRX & UNIT TESTER,M07,00B,SHELF 4,PICTURE,CABLE,M07-00A-SHELF 2,,,,HUBER+SUHNER ENVIROFLEX 142 50 OHM,AWM STYLE 3651 1224843,,,,
718,GALVATRON,PUC CABLE,F2004651,,2,0,0,2,UNIT TESTER,M07,00B,SHELF 4,PICTURE,CABLE,M07-00B-SHELF 4,,,,PUC CABLE,F2004651,,,,
719,GALVATRON,PVC CABLE RVV 2X1,T5023,,1,0,0,1,UNIT TESTER,M07,00B,SHELF 4,PICTURE,CABLE,M07-00B-SHELF 4,,,,PVC CABLE RVV 2X1,T5023,,,,
720,GALVATRON,RF CABLE ASSEMBLY ST18/Nm/Nm/3000MM,84008872,,5,0,0,5,COMMON,M07,00B,SHELF 1,PICTURE,CABLE,M07-00B-SHELF 1,,,,RF CABLE ASSEMBLY ST18/Nm/Nm/3000MM,84008872,,,,
721,GALVATRON,NOZZLE SCREW BIT,P601221 01 FFF,,0,0,0,0,IP TESTER,M07,00A,BOX 3,PICTURE,NOZZLE,M07-00A-BOX 3,,,,NOZZLE SCREW BIT,P601221 01 FFF,,,,
722,GALVATRON,HJ-RG316D CABLE MALE,HJ-RG316D-HDMI-BNC-1000,,7,0,0,7,UNIT TESTER,M07,00B,SHELF 4,PICTURE,CABLE,M07-00B-SHELF 4,,,,HJ-RG316D-HDMI-BNC-1000,HJ-RG316D-HDMI-BNC-1000,,,,
723,GALVATRON,HJ-RG316D CABLE FEMALE,HJ-RG316D-HDMI-BNC(F)-1000,,8,0,0,8,UNIT TESTER,M07,00B,SHELF 4,PICTURE,CABLE,M07-00B-SHELF 4,,,,HJ-RG316D-HDMI-BNC(F)-1000,HJ-RG316D-HDMI-BNC(F)-1000,,,,
724,GALVATRON,RF CABLE SR-18G-NN11-3000,SR-18G-NN11-3000,,5,0,0,5,COMMON,M07,00B,SHELF 1,PICTURE,CABLE,M07-00B-SHELF 1,,,,RF CABLE SR-18G-NN11-3000,SR-18G-NN11-3000,,,,
725,GALVATRON,"RF ANT CABLE ASSY-FSH250,11SMA(M) TO 11SMA(M) 300MM",R.22.C1014197,,10,0,0,10,COMMON,M07,00B,SHELF 4,PICTURE,CABLE,M07-00B-SHELF 4,,ORBIS SYSTEM,INDIA,,,,,,
726,GALVATRON,RF CABLE EF316D/11SMA/11SMA SMA TO SMA 0.5M 54981,EF316D/11SMA/11SMA,,8,0,0,8,UNIT TESTER,M07,00B,SHELF 4,PICTURE,CABLE,M07-00B-SHELF 4,,ORBIS SYSTEM,INDIA,RF CABLE EF316D/11SMA/11SMA 0.5M,EF316D/11SMA/11SMA,,,,
727,GALVATRON,RF CABLE EF316D/11SMA/11SMA SMA TO SMA 1.0 M,EF316D/11SMA/11SMA 1.0 M,,15,0,0,15,COMMON,M07,00B,SHELF 4,PICTURE,CABLE,M07-00B-SHELF 4,,ORBIS SYSTEM,INDIA,RF CABLE EF316D/11SMA/11SMA 1.0 M,EF316D/11SMA/11SMA 1.0 M,,,,
728,GALVATRON,STRIP TABRING,1013317,,0,0,0,0,COMMON,M07,00A,BOX 4,PICTURE,CABLE,M07-00A-BOX 4,,,,STRIP TABRING 1013317,1013317,,,,
729,GALVATRON,THERMAL PAD,R.22.C1008296 (SMALL),,30,0,0,30,COMMON,M07,00A,BOX 2,PICTURE,THERMAL PAD,M07-00A-BOX 2,,ORBIS SYSTEM,INDIA,THERMAL PAD,R.22.C1008296 (SMALL),,,,
730,GALVATRON,THERMAL PAD,R.22.C1008296 (BIG),,1,0,0,1,COMMON,M07,00A,BOX 2,PICTURE,PAD,M07-00A-BOX 2,,,,THERMAL PAD,R.22.C1008296 (BIG),,,,
731,GALVATRON,ORBIS SSU FIXTURE COMMON BOARD,V103_2020_0109,,2,0,0,2,UNIT TESTER,M07,00A,BOX 5,PICTURE,CARD,M07-00A-BOX 5,,,,ORBIS SSU FIXTURE COMMON BOARD,V103_2020_0109,,,,
732,GALVATRON,ORBIS OY RELAY DRIVER 8/INVERTER 94185 - 1012979,E225430 KB-01,,8,0,0,8,TRX & UNIT TESTER,M07,00A,BOX 5,PICTURE,CARD,M07-00A-BOX 5,FRM 3.2/ VEGAS/  GALVATRON,,,ORBIS OY RELAY DRIVER 8/INVERTER 94185,E225430 KB-01,,,,
733,GALVATRON,RADIAL 7 TO 8 POS BOARD,4003089,,1,0,0,1,UNIT TESTER,M07,00A,BOX 5,PICTURE,CARD,M07-00A-BOX 5,,,,RADIAL 7 TO 8 POS BOARD,4003089,,,,
734,GALVATRON,1 RELAY MODULE/ 1 WAY 5V DC INPUT,1013967,,0,0,0,0,BSCAN MODULE TEST,M07,00A,BOX 5,PICTURE,CARD,M07-00A-BOX 5,,,,1 RELAY MODULE/ 1 WAY 5V DC INPUT,1013967,,,,
735,GALVATRON,4 RELAY MODULE,1013319,,1,0,0,1,BSCAN MODULE TEST,M07,00A,BOX 5,PICTURE,CARD,M07-00A-BOX 5,,,,4 RELAY MODULE,1013319,,,,
736,GALVATRON,CPU LAN IEEE BOARD V1.2,4003983,,1,0,0,1,TRX FIXTURE,M07,00A,BOX 5,PICTURE,CARD,M07-00A-BOX 5,,,,CPU LAN IEEE BOARD V1.2,4003983,,,,
737,GALVATRON,"POWER SUPPLY AC-DC, 24VDC, 0.5A",R.22.F4007371,,1,0,0,1,UNIT TESTER,M07,00A,BOX 7,PICTURE,SWITCH,M07-00A-BOX 7,,,,"POWER SUPPLY AC-DC, 24VDC, 0.5A",R.22.F4007371,,,,
738,GALVATRON,HIGH RELIABILITY MEDICAL POWER SUPPLY,R.22.C1013945,,1,0,0,1,UNIT TESTER,M07,00A,SHELF 3,PICTURE,POWER SUPPLY,M07-00A-SHELF 3,,,,HIGH RELIABILITY MEDICAL POWER SUPPLY,R.22.C1013945,,,,
739,GALVATRON,SMP MAX-SMA ADAPTER,R191.682.001,,139,0,0,139,COMMON,M07,00A,BOX 3,PICTURE,CONNECTOR,M07-00A-BOX 3,,,,SMP MAX-SMA,R191.682.001,,,,
740,GALVATRON,AQQJ ADAPTER,R.11.C1014623,,12,3,0,9,COMMON,M07,00A,BOX 3,PICTURE,CONNECTOR,M07-00A-BOX 3,,,,AQQJ ADAPTER,R.11.C1014623,,,,
741,GALVATRON,SFP28 10KM SM I-TEMP,474902A.101,,3,0,0,3,"TRX, OTA & LBTS",M07,00A,SHELF 3,PICTURE,SFP,M07-00A-SHELF 3,,NOKIA FINLAND,FINLAND,SFP28 10KM SM I-TEMP,474902A.101,,,,
742,GALVATRON,PP75 POWER POLE CONN PLUG,1012799,,4,0,0,4,PSU FIXTURE,M07,00A,BOX 7,PICTURE,PLUG,M07-00A-BOX 7,,,,PP75 POWER POLE CONN PLUG,1012799,,,,
743,GALVATRON,CTRL CABLE,1013794,,4,0,0,4,UNIT TESTER,M07,00B,SHELF 1,PICTURE,CABLE,M07-00B-SHELF 1,,,,CTRL CABLE,1013794,,,,
744,GALVATRON,TOGGHE SWITCH SPST,R.22.C1012827,,1,0,0,1,UNIT TESTER,M07,00A,BOX 7,PICTURE,SWITCH,M07-00A-BOX 7,,,,TOGGHE SWITCH SPST,R.22.C1012827,,,,
745,GALVATRON,FILAMENT LAMP BA 9S,1012824,,1,0,0,1,UNIT TESTER,M07,00A,BOX 5,PICTURE,LAMP,M07-00A-BOX 5,,,,FILAMENT LAMP BA 9S,1012824,,,,
746,GALVATRON,BASE RELAY OMRON,R.22.C1002990,,0,0,0,0,COMMON,M07,00A,BOX 7,PICTURE,RELAY,M07-00A-BOX 7,,,,BASE RELAY OMRON,R.22.C1002990,,,,
747,GALVATRON,DC RELAY 2HV WITH DIODE OMRON,1014235,,0,0,0,0,COMMON,M07,00A,BOX 7,PICTURE,RELAY,M07-00A-BOX 7,,,,DC RELAY 2HV WITH DIODE OMRON,1014235,,,,
748,GALVATRON,SWITCH SPST KB4-6034205,1005210,,1,0,0,1,TRX FIXTURE,M07,00A,BOX 7,PICTURE,SWITCH,M07-00A-BOX 7,,,,SWITCH SPST KB4-6034205,1005210,,,,
749,GALVATRON,TERMINAL H3802-5.0,1013735,,1,0,0,1,UNIT TESTER,M07,00A,BOX 7,PICTURE,SWITCH,M07-00A-BOX 7,,,,TERMINAL H3802-5.0,1013735,,,,
750,GALVATRON,GUIDE PLATE,R.11.C1013516,,6,0,0,6,TRX FIXTURE,M07,00A,BOX 4,PICTURE,CABLE,M07-00A-BOX 4,,,,GUIDE PLATE,R.11.C1013516,,,,
751,GALVATRON,LOOP BACK-LC/UPC-MM 50/125-DX,1014569,,2,0,0,2,COMMON,M07,00A,BOX 7,PICTURE,CONNECTOR,M07-00A-BOX 7,,,,LOOP BACK-LC/UPC-MM 50/125-DX,1014569,,,,
752,GALVATRON,SPRING SCREW,R.11.C1016034,,2,0,0,2,TRX FIXTURE,M07,00A,BOX 1,PICTURE,SCREW,M07-00A-BOX 1,,,,SPRING SCREW,R.11.C1016034,,,,
753,GALVATRON,MINI CIRCUITS UNAT-10+ 50 OHM DC-6GHZ,4001141,,0,0,0,0,COMMON,M07,00A,BOX 7,PICTURE,CONNECTOR,M07-00A-BOX 7,,,,MINI CIRCUITS UNAT-10+ 50 OHM DC-6GHZ,4001141,,,,
754,GALVATRON,MINI CIRCUITS UNAT-3+ 50 OHM DC-6GHZ,4001142,,0,0,0,0,COMMON,M07,00A,BOX 7,PICTURE,CONNECTOR,M07-00A-BOX 7,,,,MINI CIRCUITS UNAT-3+ 50 OHM DC-6GHZ,4001142,,,,
755,GALVATRON,CLAP SETOPP,1012822,,8,0,0,8,COMMON,M07,00A,BOX 1,PICTURE,CONNECTOR,M07-00A-BOX 1,,,,CLAP SETOPP,1012822,,,,
756,GALVATRON,BATTERY HOLDER,1013518,,4,0,0,4,UNIT JIG,M07,00A,BOX 7,PICTURE,JIG,M07-00A-BOX 7,,,,BATTERY HOLDER,1013518,,,,
757,GALVATRON,DC POWER SUPPLY 2 AV TO 5 V,1013232,,1,0,0,1,COMMON,M07,00A,BOX 7,PICTURE,POWER SUPPLY,M07-00A-BOX 7,,,,DC POWER SUPPLY 2 AV TO 5 V,1013232,,,,
758,GALVATRON,HAR PORT USB 3.0,4009321,,2,0,0,2,COMMON,M07,00A,BOX 7,PICTURE,CONNECTOR,M07-00A-BOX 7,,,,HAR PORT USB 3.0,4009321,,,,
759,GALVATRON,AQQY JIG,1012494,,2,0,0,2,UNIT TESTER,M07,00A,BOX 1,PICTURE,JIG,M07-00A-BOX 1,,,,AQQY JIG,1012494,,,,
760,GALVATRON,ADAPTER R125.791.501 W,R125.791.501 W,,10,0,0,10,COMMON,M07,00A,BOX 3,PICTURE,CONNECTOR,M07-00A-BOX 3,,RADIALL INDIA PVT LTD.,BENGALURU,ADAPTER R125.791.501 W,R125.791.501 W,,,,
761,GALVATRON,ADAPTER 32 SMA-50-0-52/199 NE,1013591,,1,0,0,1,UNIT TESTER,M07,00A,BOX 1,PICTURE,ADAPTER,M07-00A-BOX 1,,,,ADAPTER 32 SMA-50-0-52/199 NE,1013591,,,,
762,GALVATRON,THERMAL PAD-AQQA,05AA00000384,,14,0,0,14,COMMON,M07,00A,BOX 2,PICTURE,PAD,M07-00A-BOX 2,,ORBIS SYSTEM,INDIA,THERMAL PAD-AQQA,05AA00000384,,,,
763,GALVATRON,GLASS FUSE 5MM X 20MM,1006793,,2,0,0,2,COMMON,M07,00A,BOX 7,PICTURE,FUSE,M07-00A-BOX 7,,,,GLASS FUSE 5MM X 20MM,1006793,,,,
764,GALVATRON,SWITCH K84-603-3511,1005211,,2,0,0,2,TRX & PSU FIXTURE,M07,00A,BOX 7,PICTURE,SWITCH,M07-00A-BOX 7,,,,SWITCH K84-603-3511,1005211,,,,
765,GALVATRON,B-SCAN CONNECTOR,GSYS000058A1,,0,0,0,0,TRX & BSCAN,M07,00A,BOX 7,PICTURE,CONNECTOR,M07-00A-BOX 7,,,,B-SCAN,GSYS000058A1,,,,
766,GALVATRON,CABLE (1),R.22.C1014197 (1),,0,0,0,0,UNIT TESTER,M07,00A,BOX 4,PICTURE,CABLE,M07-00A-BOX 4,,,,CABLE (1),R.22.C1014197 (1),,,,
767,GALVATRON,CABLE (2),R.22.C1014197 (2),,0,0,0,0,UNIT TESTER,M07,00A,BOX 4,PICTURE,CABLE,M07-00A-BOX 4,,,,CABLE (2),R.22.C1014197 (2),,,,
768,GALVATRON,RELAY SWITCH 5A,52500739,,15,0,0,15,COMMON,M07,00A,BOX 7,PICTURE,RELAY,M07-00A-BOX 7,,,,RELAY SWITCH 5A,52500739,,,,
769,GALVATRON,BUFFER SCREW,55000613,,12,0,0,12,COMMON,M07,00A,BOX 1,PICTURE,SCREW,M07-00A-BOX 1,,,,BUFFER SCREW,55000613,,,,
770,GALVATRON,"FIBER COUPLER, LC-LC",53501313,,23,0,0,23,LBTS TEST BENCH,M07,00A,BOX 1,PICTURE,COUPLER,M07-00A-BOX 1,,,,"FIBER COUPLER, LC-LC",53501313,,,,
771,GALVATRON,GOVERNING VALVE,55500158,,24,0,0,24,TRX PSU FIXTURE,M07,00A,BOX 1,PICTURE,VALVE,M07-00A-BOX 1,,,,GOVERNING VALVE,55500158,,,,
772,GALVATRON,"FIBER COUPLER, SC-SC",53501312,,24,0,0,24,LBTS TEST BENCH,M07,00A,BOX 1,PICTURE,COUPLER,M07-00A-BOX 1,,,,"FIBER COUPLER, SC-SC",53501312,,,,
773,GALVATRON,SCREW FOR SPRING,73001627,,24,0,0,24,TRX TEST BENCH,M07,00A,BOX 1,PICTURE,SCREW,M07-00A-BOX 1,,,,SCREW FOR SPRING,73001627,,,,
774,GALVATRON,GOVERNING VALVE,55000605,,22,0,0,22,TRX PSU FIXTURE,M07,00A,BOX 1,PICTURE,VALVE,M07-00A-BOX 1,,,,GOVERNING VALVE,55000605,,,,
775,GALVATRON,SPRING,55501201,,24,0,0,24,TRX FIXTURE,M07,00A,BOX 1,PICTURE,SPRING,M07-00A-BOX 1,,,,SPRING,55501201,,,,
776,GALVATRON,DISTRIBUTION PLUG,53500547,,9,0,0,9,TRX FIXTURE,M07,00A,BOX 1,PICTURE,PLUG,M07-00A-BOX 1,,,,DISTRIBUTION PLUG,53500547,,,,
777,GALVATRON,APPROACH SWITCH,52501634,,5,0,0,5,TRX FIXTURE,M07,00A,BOX 4,PICTURE,SWITCH,M07-00A-BOX 4,,,,APPROACH SWITCH,52501634,,,,
778,GALVATRON,MAGNETIC SWITCH SENSOR,55000617,,12,0,0,12,TRX FIXTURE,M07,00A,BOX 4,PICTURE,SWITCH,M07-00A-BOX 4,,,,MAGNETIC SWITCH SENSOR,55000617,,,,
779,GALVATRON,ELECTROMAGNETIC VALVE,55500204,,10,0,0,10,TRX FIXTURE,M07,00A,BOX 4,PICTURE,VALVE,M07-00A-BOX 4,,,,ELECTROMAGNETIC VALVE,55500204,,,,
780,GALVATRON,RELAY SWITCH BASE,52500740,,11,0,0,11,COMMON,M07,00A,BOX 3,PICTURE,RELAY,M07-00A-BOX 3,,,,RELAY SWITCH BASE,52500740,,,,
